timestamp,image_path,classification_result_type,classification_result_quantity,classification_result_item
1738826057,/home/sdt/Workspace/onvif/python-onvif-zeep/socket/image_bucket/2025-02-06/20250206-161417.jpg,차량없음,정상,발파석
